V1,issue,Dem_quote_text,Repub_quote_text,ideo,pid,ranking1,ranking3,gender,age,race,Repub_both,Repub_quote,Repub_issue,Repub_neither,approval,Dem_both,Dem_quote,Dem_issue,Dem_neither,approval
R_3pV8DjhLEHEmMjn,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Republican,Terrorism,Crime,Male,65 or over,White/Caucasian,1,,,,Approve somewhat,,,,,
R_1I5yQm5U6Rz1odZ,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Strong Republican,Terrorism,Jobs,Male,55-64,White/Caucasian,1,,,,Neither approve nor disapprove,,,,,
R_W37uRdeaMkwhchr,National security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,National security,Terrorism,Male,45-54,White/Caucasian,1,,,,Approve strongly,,,,,
R_3Ma1P5xopkfMpH7,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Lean Republican,Education,Immigration,Male,35-44,Asian,1,,,,Neither approve nor disapprove,,,,,
R_3lLgnGdoZVC6N1f,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Health care,Jobs,Female,55-64,White/Caucasian,,,,,,1,,,,Approve strongly
R_Pu1W39rJB9e6uDD,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Independent,Environment,Education,Male,55-64,White/Caucasian,,1,,,Disapprove strongly,,,,,
R_11gT8r8AdFZNUDX,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,Jobs,Environment,Male,25-34,White/Caucasian,1,,,,Approve strongly,,,,,
R_1hZ6PFIhv8QeUrM,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Republican,Social security,Health care,Male,55-64,White/Caucasian,1,,,,Approve strongly,,,,,
R_10wLKsfwZyt7WlR,Drug addiction,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Lean Republican,Crime,Drug addiction,Male,45-54,White/Caucasian,,,1,,Approve somewhat,,,,,
R_1mRbndsPSvmtyx8,Terrorism,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Republican,Terrorism,National security,Female,35-44,Native American,,,1,,Approve somewhat,,,,,
R_3flaDXrh1xotPEM,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Democrat,National security,Health care,Female,45-54,White/Caucasian,,,,,,1,,,,Approve somewhat
R_2XiXgqn26TSR7ZT,Terrorism,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Social security,Terrorism,Male,55-64,White/Caucasian,,,1,,Neither approve nor disapprove,,,,,
R_1MWGnOHyuJfMUbz,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,National security,Jobs,Female,55-64,Asian,1,,,,Disapprove strongly,,,,,
R_1dsjoeFavTLyjVa,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Lean Democrat,Jobs,Environment,Male,18-24,Hispanic,,,,,,1,,,,Approve strongly
R_1QbhYJwbN8O8cT4,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Weak Democrat,Jobs,National security,Male,45-54,White/Caucasian,,,,,,,,,1,Approve somewhat
R_31hDpg1qQcVm6mo,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Lean Democrat,Health care,Education,Female,55-64,White/Caucasian,,,,,,1,,,,Approve somewhat
R_2cjZYFobAFfAYe5,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Weak Democrat,Education,Crime,Female,35-44,White/Caucasian,,,,,,,,1,,Approve somewhat
R_3EceFBxEe96wMEM,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Education,National security,Male,18-24,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_2EB4NdXbRLu6b1b,National security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,National security,Health care,Female,55-64,White/Caucasian,,,,,,,,1,,Approve strongly
R_3knXxFQcpovmxFQ,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Strong Democrat,Health care,Social security,Male,65 or over,White/Caucasian,,,,,,1,,,,Approve strongly
R_3s04UQ6035uuKvm,Social security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Health care,Social security,Male,35-44,Hispanic,,,,,,1,,,,Approve somewhat
R_3gTxQDDwCxMKhnT,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Drug addiction,Education,Female,55-64,Asian,,,1,,Approve strongly,,,,,
R_O3YH8wJOsX6suMF,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Republican,National security,Jobs,Male,45-54,White/Caucasian,,,1,,Approve strongly,,,,,
R_1C1SApww61PjOJ4,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Strong Democrat,Social security,Terrorism,Female,65 or over,White/Caucasian,,,,,,,,1,,Neither approve nor disapprove
R_1E4F96HA82fqmL0,Terrorism,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Weak Democrat,Crime,Terrorism,Male,18-24,Pacific Islander,,,,,,1,,,,Neither approve nor disapprove
R_ZCV1rk5fs5wj0JP,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Strong Democrat,Health care,Environment,Female,55-64,White/Caucasian,,,,,,,1,,,Approve strongly
R_324RVzp7EUt6DaM,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Jobs,Environment,Male,55-64,White/Caucasian,1,,,,Neither approve nor disapprove,,,,,
R_3r4H1V0hjEjkWQh,Terrorism,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Lean Republican,National security,Terrorism,Male,45-54,White/Caucasian,,1,,,Approve somewhat,,,,,
R_3emEFZgHIUuuZKP,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Strong Republican,Jobs,Immigration,Male,45-54,White/Caucasian,1,,,,Approve strongly,,,,,
R_3fwmNLjZhIL5dhv,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Not sure,National security,Immigration,Female,35-44,White/Caucasian,,,1,,Approve somewhat,,,,,
R_2qkianksOHIQmG7,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Strong Democrat,Environment,Health care,Male,25-34,White/Caucasian,,,,,,1,,,,Approve strongly
R_30r6CykLSJwNsvX,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,National security,Crime,Male,35-44,African American,,,,,,1,,,,Approve somewhat
R_2zSXHAxQUsLafya,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,Immigration,Jobs,Male,45-54,White/Caucasian,1,,,,Approve strongly,,,,,
R_eyQwd6QKlUnF7EJ,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Independent,Health care,Drug addiction,Male,55-64,White/Caucasian,,1,,,Approve somewhat,,,,,
R_XMNualLbKFWcZON,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Jobs,Immigration,Male,45-54,White/Caucasian,1,,,,Disapprove somewhat,,,,,
R_Z2xLSS1zmTj0mvT,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,National security,Crime,Female,45-54,White/Caucasian,,,1,,Approve somewhat,,,,,
R_1OqMEUBsl1Jcqzw,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Independent,Immigration,Health care,Female,35-44,White/Caucasian,,1,,,Neither approve nor disapprove,,,,,
